datetime,open,high,low,close,volume
2020/1/1 5:00,7175.44,7175.44,7172.1,7172.11,5604.376109
2020/1/2 5:00,7237.58,7237.58,7235.68,7235.68,8199.166091
2020/1/3 5:00,6948.99,6952.06,6948.21,6951.78,21208.02089
2020/1/4 5:00,7316.6,7324.34,7316.6,7323.54,73540.90207
2020/1/5 5:00,7341.88,7342.77,7340.31,7341.47,5747.080892
2020/1/6 5:00,7431.8,7431.8,7422.58,7425.28,249556.2309
2020/1/7 5:00,7549.73,7555.53,7548.73,7554.5,160948.6608
2020/1/8 5:00,8160.83,8170.46,8160.83,8166.0,150739.6685
2020/1/9 5:00,8046.8,8046.8,8028.94,8032.3,163123.716
2020/1/10 5:00,7818.1,7822.96,7772.04,7774.5,2928655.724
2020/1/11 5:00,8071.66,8074.09,8066.37,8072.9,28374.58137
2020/1/12 5:00,8161.65,8161.65,8157.89,8160.96,8351.420378
2020/1/13 5:00,8137.09,8144.73,8137.04,8144.73,50133.59207
2020/1/14 5:00,8154.96,8157.96,8151.87,8151.87,129901.2093
2020/1/15 5:00,8690.63,8690.63,8686.5,8690.59,89894.69063
2020/1/16 5:00,8815.37,8830.0,8814.34,8818.44,301373.7306
2020/1/17 5:00,8742.66,8750.0,8742.61,8750.0,89059.23061
2020/1/18 5:00,8881.67,8889.35,8878.0,8885.3,111653.4207
2020/1/19 5:00,8907.15,8909.67,8905.81,8905.93,22375.96234
2020/1/20 5:00,8647.11,8649.33,8646.1,8646.1,34702.72661
2020/1/21 5:00,8674.41,8674.41,8668.0,8671.69,65005.19446
2020/1/22 5:00,8719.99,8746.0,8718.18,8733.92,2055658.664
2020/1/23 5:00,8666.98,8667.14,8665.39,8667.14,50615.35537
2020/1/24 5:00,8372.08,8372.09,8365.34,8367.51,168514.1857
2020/1/25 5:00,8486.92,8486.92,8478.15,8478.15,114013.2243
2020/1/26 5:00,8369.26,8377.94,8369.26,8377.01,75571.2381
2020/1/27 5:00,8568.1,8579.07,8568.1,8570.16,121446.6891
2020/1/28 5:00,8984.0,8988.0,8977.24,8977.24,338595.5703
2020/1/29 5:00,9061.4,9063.17,9058.55,9059.49,11337.28831
2020/1/30 5:00,9384.9,9389.25,9382.61,9388.65,15563.4452
2020/1/31 5:00,9574.61,9576.0,9571.73,9576.0,71877.68958
2020/2/1 5:00,9324.05,9325.0,9323.99,9324.47,7871.21131
2020/2/2 5:00,9379.56,9379.56,9374.49,9374.79,7750.304832
2020/2/3 5:00,9436.92,9438.35,9435.5,9435.51,10735.03563
2020/2/4 5:00,9319.21,9319.21,9313.94,9313.95,16098.93318
2020/2/5 5:00,9206.41,9206.41,9198.27,9199.58,35848.43315
2020/2/6 5:00,9674.12,9678.4,9673.91,9678.4,79463.05938
2020/2/7 5:00,9782.97,9784.36,9782.13,9782.13,7128.481208
2020/2/8 5:00,9743.56,9745.61,9743.56,9745.02,38738.08804
2020/2/9 5:00,9860.04,9861.18,9859.98,9861.18,11595.51005
2020/2/10 5:00,10065.21,10065.21,10060.22,10060.22,41026.51117
2020/2/11 5:00,9853.78,9856.05,9853.77,9855.32,7611.975285
2020/2/12 5:00,10224.98,10230.78,10223.27,10223.7,34145.3862
2020/2/13 5:00,10374.99,10382.01,10374.03,10381.79,269172.2557
2020/2/14 5:00,10226.94,10226.97,10210.0,10214.38,115302.4095
2020/2/15 5:00,10353.18,10353.62,10350.99,10350.99,15425.75575
2020/2/16 5:00,9895.97,9898.46,9893.98,9895.41,26044.25613
2020/2/17 5:00,9780.2,9780.21,9773.4,9774.53,23462.8228
2020/2/18 5:00,9628.24,9630.95,9621.92,9621.92,105137.7189
2020/2/19 5:00,10151.68,10162.18,10150.75,10161.11,568189.6777
2020/2/20 5:00,10153.01,10156.48,10143.44,10145.09,336221.2876
2020/2/21 5:00,9582.36,9591.83,9582.36,9591.76,68354.9971
2020/2/22 5:00,9696.61,9696.61,9690.09,9690.2,63150.32396
2020/2/23 5:00,9676.0,9685.0,9676.0,9683.3,43366.81386
2020/2/24 5:00,9866.0,9869.67,9857.15,9860.19,155726.2971
2020/2/25 5:00,9595.26,9595.52,9590.02,9592.85,62241.17781
2020/2/26 5:00,9329.66,9336.73,9328.42,9330.77,86398.11248
2020/2/27 5:00,8805.61,8808.49,8802.02,8808.18,41632.90774
2020/2/28 5:00,8883.6,8887.06,8883.45,8884.91,52373.40459
2020/2/29 5:00,8615.0,8623.03,8610.0,8622.83,65891.02161
2020/3/1 5:00,8654.0,8657.19,8653.99,8656.42,89943.27819
2020/3/2 5:00,8494.36,8494.37,8482.45,8482.68,106861.6884
2020/3/3 4:00,8881.98,8884.23,8876.77,8876.77,93377.81876
2020/3/4 4:00,8712.42,8713.53,8703.01,8705.7,45004.44253
2020/3/5 4:00,8738.88,8738.89,8731.59,8732.71,93282.11937
2020/3/6 4:00,9150.31,9155.41,9143.39,9145.11,352258.4825
2020/3/7 4:00,9084.63,9096.4,9084.24,9096.39,26056.46763
2020/3/8 4:00,8886.72,8886.72,8863.79,8873.86,228062.7412
2020/3/9 4:00,8281.02,8282.21,8277.87,8281.49,68839.31914
2020/3/10 4:00,7842.22,7843.1,7838.34,7841.07,86484.54814
2020/3/11 4:00,7978.9,7999.0,7936.07,7941.51,1450449.748
2020/3/12 4:00,7826.88,7848.62,7826.88,7845.27,174994.4181
2020/3/13 4:00,6036.09,6048.88,6008.0,6048.88,1025293.705
2020/3/14 4:00,5394.19,5408.22,5313.0,5340.89,2599438.224
2020/3/15 4:00,5389.94,5392.9,5360.71,5380.56,1034454.306
2020/3/16 4:00,5314.15,5326.53,5310.04,5326.52,99630.24231
2020/3/17 4:00,4942.0,5001.58,4923.5,4997.64,1031152.027
2020/3/18 4:00,5377.56,5397.89,5333.33,5337.69,1554385.032
2020/3/19 4:00,5328.99,5330.0,5314.55,5323.73,272969.4276
2020/3/20 4:00,6213.81,6234.0,6212.65,6213.98,354089.0863
2020/3/21 4:00,6187.3,6188.67,6150.0,6153.6,1318158.457
2020/3/22 4:00,6216.99,6229.63,6215.94,6226.4,115117.8218
2020/3/23 4:00,5911.1,5911.93,5850.0,5859.1,2837447.42
2020/3/24 4:00,6266.6,6273.89,6262.09,6270.76,267408.3112
2020/3/25 4:00,6696.81,6704.08,6687.6,6702.6,141835.981
2020/3/26 4:00,6622.58,6624.28,6614.58,6614.84,85716.7822
2020/3/27 4:00,6658.73,6667.02,6652.85,6664.06,56497.49957
2020/3/28 4:00,6656.53,6661.15,6654.36,6655.0,41221.57369
2020/3/29 4:00,6210.24,6256.6,6210.0,6236.69,1874599.997
2020/3/30 4:00,5904.26,5920.49,5891.0,5919.94,732261.4705
2020/3/31 4:00,6366.41,6372.01,6364.17,6364.73,71660.52895
2020/4/1 4:00,6464.08,6467.97,6460.65,6466.0,101584.854
2020/4/2 4:00,6201.39,6201.46,6193.83,6197.87,184010.0443
2020/4/3 4:00,6803.38,6805.0,6760.05,6765.32,2272631.546
2020/4/4 4:00,6770.25,6781.59,6766.78,6780.7,192897.4027
2020/4/5 4:00,6746.68,6756.03,6746.68,6756.03,147038.7742
2020/4/6 4:00,6792.73,6794.68,6792.44,6792.77,5673.408668
2020/4/7 4:00,7265.54,7285.04,7259.1,7277.56,486251.4087
2020/4/8 4:00,7287.39,7293.0,7282.46,7286.6,157688.9051
2020/4/9 4:00,7304.65,7322.97,7303.29,7322.97,182353.4548
2020/4/10 4:00,7262.27,7262.56,7247.73,7248.63,176965.8217
2020/4/11 4:00,6900.15,6900.15,6892.96,6894.73,140387.3959
2020/4/12 4:00,6801.27,6801.27,6770.0,6784.5,1227814.558
2020/4/13 4:00,7112.62,7126.87,7111.91,7124.52,140959.3218
2020/4/14 4:00,6772.1,6796.65,6772.1,6795.53,243529.0412
2020/4/15 4:00,6916.0,6923.99,6915.0,6923.65,206607.5759
2020/4/16 4:00,6730.52,6731.01,6716.77,6719.5,202896.0127
2020/4/17 4:00,7072.25,7072.25,6977.27,6981.92,1993254.653
2020/4/18 4:00,7070.7,7082.31,7069.11,7074.15,103506.5627
2020/4/19 4:00,7210.7,7211.36,7201.1,7206.91,117254.0057
2020/4/20 4:00,7134.16,7134.16,7122.19,7126.3,170592.9995
2020/4/21 4:00,6768.02,6790.21,6750.22,6786.05,2669476.625
2020/4/22 4:00,6863.54,6875.85,6862.21,6875.02,532807.8016
2020/4/23 4:00,7084.31,7088.48,7078.42,7087.23,281543.313
2020/4/24 4:00,7521.59,7533.9,7521.0,7533.71,285670.7233
2020/4/25 4:00,7521.33,7528.62,7518.99,7526.89,109677.9908
2020/4/26 4:00,7543.89,7549.75,7542.9,7548.21,114373.8659
2020/4/27 4:00,7646.27,7655.19,7645.61,7652.8,300411.9015
2020/4/28 4:00,7699.04,7699.79,7695.89,7698.12,126391.148
2020/4/29 4:00,7715.65,7716.55,7712.15,7715.42,190968.527
2020/4/30 4:00,8721.43,8740.0,8721.28,8733.47,219201.1868
2020/5/1 4:00,8836.87,8837.87,8822.36,8824.19,693019.3274
2020/5/2 4:00,8727.09,8739.99,8727.09,8736.24,155551.2643
2020/5/3 4:00,8879.28,8880.53,8871.1,8872.19,172333.0903
2020/5/4 4:00,8871.41,8882.39,8863.42,8864.88,124767.0591
2020/5/5 4:00,8830.23,8853.13,8828.6,8847.84,366126.1436
2020/5/6 4:00,8904.05,8919.26,8898.4,8912.16,503982.4529
2020/5/7 4:00,9238.07,9238.07,9231.72,9232.22,485446.3709
2020/5/8 4:00,9862.92,9893.48,9860.38,9866.39,1424072.914
2020/5/9 4:00,9944.79,9948.97,9941.08,9947.05,284964.0266
2020/5/10 4:00,9743.07,9751.2,9743.07,9750.17,1005688.639
2020/5/11 4:00,8501.24,8542.8,8499.58,8542.8,442559.6038
2020/5/12 4:00,8745.68,8800.0,8728.03,8738.27,3361338.442
2020/5/13 4:00,8790.89,8822.88,8790.13,8816.44,658969.4151
2020/5/14 4:00,9150.0,9153.81,9137.47,9153.81,222710.438
2020/5/15 4:00,9662.83,9667.47,9641.61,9646.11,520019.544
2020/5/16 4:00,9355.0,9355.87,9351.28,9351.28,39449.73359
2020/5/17 4:00,9330.61,9330.61,9310.24,9315.02,497039.0098
2020/5/18 4:00,9772.27,9772.27,9763.88,9764.16,91045.24933
2020/5/19 4:00,9701.47,9723.44,9701.47,9714.87,541537.0921
2020/5/20 4:00,9646.47,9653.55,9638.63,9645.46,168247.5412
2020/5/21 4:00,9532.16,9533.16,9525.0,9531.83,191589.4659
2020/5/22 4:00,9068.47,9068.48,9044.22,9044.22,211338.2831
2020/5/23 4:00,9174.57,9175.38,9159.67,9160.05,88605.05096
2020/5/24 4:00,9180.48,9185.76,9180.48,9185.58,34653.49671
2020/5/25 4:00,9018.13,9022.52,9006.66,9021.48,111313.1163
2020/5/26 4:00,8928.69,8944.0,8928.69,8941.83,67636.80745
2020/5/27 4:00,8800.51,8812.49,8799.98,8811.98,405724.8874
2020/5/28 4:00,9157.72,9173.89,9157.72,9165.0,406663.5804
2020/5/29 4:00,9454.15,9460.32,9451.39,9457.37,54367.62661
2020/5/30 4:00,9406.74,9406.74,9400.32,9403.31,65131.57181
2020/5/31 4:00,9536.95,9537.23,9528.57,9537.23,826282.3215
2020/6/1 4:00,9515.26,9516.97,9512.59,9516.74,46057.00949
2020/6/2 4:00,9571.33,9578.56,9571.33,9576.12,41219.62335
2020/6/3 4:00,9508.83,9508.83,9495.0,9498.4,1232096.807
2020/6/4 4:00,9577.64,9584.23,9577.59,9582.0,117736.5648
2020/6/5 4:00,9817.47,9825.72,9812.82,9817.44,284134.8898
2020/6/6 4:00,9724.67,9728.31,9724.66,9725.33,107848.5268
2020/6/7 4:00,9659.11,9662.51,9659.1,9662.38,60772.23768
2020/6/8 4:00,9775.64,9806.21,9773.46,9784.85,2840687.062
2020/6/9 4:00,9694.23,9698.35,9689.79,9693.78,183468.4031
2020/6/10 4:00,9730.68,9734.68,9730.01,9730.01,197181.8693
2020/6/11 4:00,9852.07,9880.01,9851.4,9880.0,450855.0632
2020/6/12 4:00,9282.68,9282.68,9260.0,9264.95,915184.7926
2020/6/13 4:00,9432.37,9443.93,9432.37,9435.16,146809.7563
2020/6/14 4:00,9403.73,9403.73,9373.9,9375.6,747324.3835
2020/6/15 4:00,9395.41,9404.08,9395.41,9404.08,107299.4781
2020/6/16 4:00,9417.97,9431.73,9417.97,9429.28,461595.7156
2020/6/17 4:00,9508.15,9508.16,9494.89,9495.73,122662.8581
2020/6/18 4:00,9307.13,9341.22,9288.0,9339.79,6348977.949
2020/6/19 4:00,9397.25,9397.25,9384.27,9388.49,256388.0565
2020/6/20 4:00,9307.16,9307.16,9301.11,9301.11,190846.5853
2020/6/21 4:00,9287.56,9296.0,9287.56,9296.0,360046.3548
2020/6/22 4:00,9351.55,9351.55,9345.15,9345.16,28128.23508
2020/6/23 4:00,9562.5,9572.69,9562.49,9572.68,299011.5386
2020/6/24 4:00,9640.01,9640.01,9638.77,9638.77,27197.55752
2020/6/25 4:00,9300.0,9307.98,9298.15,9307.98,141378.9548
2020/6/26 4:00,9284.66,9294.87,9284.66,9294.87,216484.8421
2020/6/27 4:00,9166.86,9197.58,9166.86,9185.71,1348621.139
2020/6/28 4:00,8937.92,8937.92,8902.3,8913.47,1907990.043
2020/6/29 4:00,9111.77,9122.58,9105.26,9119.87,521609.2814
2020/6/30 4:00,9158.1,9167.26,9158.1,9164.3,167437.075
2020/7/1 4:00,9135.33,9135.88,9130.17,9131.08,113597.4929
2020/7/2 4:00,9240.52,9244.2,9236.21,9244.18,291749.1618
2020/7/3 4:00,9055.26,9055.88,9043.64,9043.64,185361.854
2020/7/4 4:00,9084.63,9084.63,9077.02,9077.96,286616.1355
2020/7/5 4:00,9128.0,9145.0,9128.0,9140.95,435979.1819
2020/7/6 4:00,9030.93,9033.26,9030.06,9030.06,131347.8468
2020/7/7 4:00,9289.92,9289.93,9285.01,9287.02,70202.11487
2020/7/8 4:00,9238.08,9238.09,9233.45,9235.09,82034.30276
2020/7/9 4:00,9430.03,9440.48,9429.26,9438.97,86241.26991
2020/7/10 4:00,9217.43,9217.43,9211.46,9211.46,55918.76799
2020/7/11 4:00,9234.86,9240.0,9234.86,9239.61,124165.9532
2020/7/12 4:00,9204.85,9205.78,9202.77,9202.77,61080.09949
2020/7/13 4:00,9220.9,9220.9,9215.68,9217.17,89467.35268
2020/7/14 4:00,9234.62,9234.62,9219.84,9225.14,309314.647
2020/7/15 4:00,9268.56,9273.12,9268.56,9270.79,264509.2418
2020/7/16 4:00,9183.31,9183.72,9180.88,9183.23,128736.6456
2020/7/17 4:00,9126.41,9132.0,9126.41,9130.53,387699.4894
2020/7/18 4:00,9163.95,9163.95,9163.44,9163.44,83734.57838
2020/7/19 4:00,9161.71,9165.32,9156.0,9165.32,370749.0271
2020/7/20 4:00,9164.57,9166.08,9164.57,9166.08,77463.86893
2020/7/21 4:00,9159.3,9159.3,9156.01,9156.01,120592.8037
2020/7/22 4:00,9353.73,9358.07,9353.72,9358.07,151421.3995
2020/7/23 4:00,9372.98,9377.82,9372.98,9377.31,98164.46576
2020/7/24 4:00,9593.76,9596.89,9578.0,9583.1,491421.321
2020/7/25 4:00,9580.0,9580.96,9579.99,9580.96,42789.86346
2020/7/26 4:00,9675.22,9681.97,9672.78,9673.83,284118.3283
2020/7/27 4:00,9866.96,9866.96,9852.08,9861.68,258784.4312
2020/7/28 4:00,10791.12,10801.87,10784.76,10788.17,1118282.099
2020/7/29 4:00,10992.03,10998.68,10990.51,10995.32,358312.4719
2020/7/30 4:00,11204.99,11223.13,11201.73,11210.98,544380.9022
2020/7/31 4:00,11117.32,11127.4,11117.32,11119.07,107670.4073
2020/8/1 4:00,11318.43,11330.98,11312.26,11329.0,374790.9928
2020/8/2 4:00,11771.17,11800.0,11768.76,11799.91,460885.7057
2020/8/3 4:00,11202.14,11205.68,11188.26,11188.27,192693.0898
2020/8/4 4:00,11400.06,11414.63,11397.3,11400.66,477061.1083
2020/8/5 4:00,11221.14,11236.43,11221.14,11236.41,226528.2109
2020/8/6 4:00,11646.83,11647.75,11635.64,11637.68,115408.6064
2020/8/7 4:00,11864.02,11881.0,11864.01,11869.93,790079.3704
2020/8/8 4:00,11489.29,11489.29,11477.67,11477.67,302827.3018
2020/8/9 4:00,11713.24,11713.24,11696.61,11698.52,272579.0407
2020/8/10 4:00,11627.5,11638.67,11627.5,11638.66,56553.65549
2020/8/11 4:00,11862.28,11862.28,11849.43,11849.44,20073.64623
2020/8/12 4:00,11388.71,11392.63,11377.62,11378.74,295073.2776
2020/8/13 4:00,11569.24,11578.98,11565.82,11565.82,124518.2764
2020/8/14 4:00,11506.84,11522.9,11506.84,11522.88,85540.8782
2020/8/15 4:00,11803.65,11810.0,11803.64,11809.01,320147.0166
2020/8/16 4:00,11837.92,11853.25,11832.61,11853.25,103444.8671
2020/8/17 4:00,11819.08,11835.36,11819.07,11835.36,270657.4264
2020/8/18 4:00,12325.26,12339.31,12325.26,12339.31,293387.3996
2020/8/19 4:00,11980.45,11997.98,11976.88,11996.88,197118.4566
2020/8/20 4:00,11653.0,11680.56,11648.93,11676.7,379224.7359
2020/8/21 4:00,11843.99,11849.58,11843.99,11845.28,184210.4499
2020/8/22 4:00,11671.63,11679.65,11668.6,11671.75,145362.9972
2020/8/23 4:00,11590.79,11594.8,11590.78,11594.8,54897.03781
2020/8/24 4:00,11682.21,11700.0,11682.21,11697.65,1547331.472
2020/8/25 4:00,11748.65,11748.66,11735.75,11740.09,150393.3951
2020/8/26 4:00,11294.31,11295.33,11274.59,11281.76,800185.9092
2020/8/27 4:00,11458.93,11462.67,11456.62,11462.49,109544.3091
2020/8/28 4:00,11245.47,11245.47,11234.26,11234.73,110504.5487
2020/8/29 4:00,11498.47,11498.91,11491.48,11492.44,114301.8308
2020/8/30 4:00,11523.0,11531.87,11523.0,11526.22,212515.4642
2020/8/31 4:00,11644.41,11648.04,11644.41,11647.82,103415.3821
2020/9/1 4:00,11724.0,11724.75,11712.16,11724.24,477921.6075
2020/9/2 4:00,11956.6,11963.74,11955.41,11963.74,233811.749
2020/9/3 4:00,11387.78,11387.78,11358.69,11358.69,1304797.417
2020/9/4 4:00,10682.05,10684.55,10674.62,10677.16,131979.1293
2020/9/5 4:00,10567.74,10599.45,10564.88,10580.0,1009324.85
2020/9/6 4:00,9958.18,9959.09,9932.98,9933.47,416218.934
2020/9/7 4:00,10257.83,10267.17,10254.94,10257.98,279067.872
2020/9/8 4:00,10148.77,10149.49,10146.55,10148.81,67531.73712
2020/9/9 4:00,9989.75,10024.14,9989.75,10012.19,738054.7965
2020/9/10 4:00,10276.88,10287.24,10275.26,10275.73,264403.3699
2020/9/11 4:00,10270.14,10279.0,10262.17,10278.99,208279.6621
2020/9/12 4:00,10322.23,10334.1,10322.22,10332.16,614025.1146
2020/9/13 4:00,10460.67,10468.62,10460.67,10467.4,151531.68
2020/9/14 4:00,10309.36,10309.36,10305.5,10305.89,38154.488
2020/9/15 4:00,10665.01,10665.01,10657.28,10657.28,40714.74324
2020/9/16 4:00,10782.97,10785.25,10775.07,10775.07,170532.0812
2020/9/17 4:00,10986.08,10993.74,10982.15,10987.25,187935.9225
2020/9/18 4:00,10916.02,10923.66,10911.68,10920.93,133611.6574
2020/9/19 4:00,10865.28,10869.15,10862.36,10864.13,54338.53505
2020/9/20 4:00,11053.95,11057.6,11053.74,11057.59,55423.97347
2020/9/21 4:00,10871.11,10877.38,10866.04,10877.38,47569.92722
2020/9/22 4:00,10498.57,10498.76,10485.47,10489.05,250577.8045
2020/9/23 4:00,10491.15,10492.41,10490.72,10490.99,30259.70978
2020/9/24 4:00,10294.99,10306.05,10287.53,10306.04,318134.2791
2020/9/25 4:00,10653.99,10654.0,10648.79,10653.99,350460.0362
2020/9/26 4:00,10717.58,10724.0,10717.58,10720.76,128824.8146
2020/9/27 4:00,10720.31,10722.36,10718.06,10722.35,42060.36297
2020/9/28 4:00,10730.17,10733.52,10722.12,10722.76,126252.4527
2020/9/29 4:00,10868.85,10873.75,10867.46,10867.49,405210.9849
2020/9/30 4:00,10739.72,10757.5,10739.11,10752.39,306125.5662
2020/10/1 4:00,10710.0,10710.0,10699.37,10699.37,446889.7575
2020/10/2 4:00,10617.1,10617.1,10598.18,10605.18,302601.2769
2020/10/3 4:00,10512.99,10517.21,10511.33,10511.33,99733.34252
2020/10/4 4:00,10583.3,10584.62,10583.3,10584.45,55883.8712
2020/10/5 4:00,10673.27,10686.07,10673.26,10684.45,744394.8963
2020/10/6 4:00,10730.88,10736.46,10729.66,10736.22,74233.45386
2020/10/7 4:00,10571.54,10571.54,10554.8,10565.35,642586.751
2020/10/8 4:00,10651.82,10652.45,10642.0,10644.9,229221.7691
2020/10/9 4:00,10879.42,10885.85,10876.47,10881.5,39626.63244
2020/10/10 4:00,11035.51,11043.87,11035.51,11043.87,135259.9009
2020/10/11 4:00,11352.61,11352.62,11340.82,11340.82,127151.6596
2020/10/12 4:00,11334.7,11346.98,11331.91,11346.0,404079.704
2020/10/13 4:00,11546.17,11550.0,11544.0,11544.01,114590.1499
2020/10/14 4:00,11388.46,11394.35,11386.9,11390.41,225546.3022
2020/10/15 4:00,11343.71,11343.94,11339.49,11340.78,74201.35606
2020/10/16 4:00,11521.65,11528.39,11521.53,11527.57,310740.1574
2020/10/17 4:00,11310.58,11316.0,11299.99,11300.0,4191661.133
2020/10/18 4:00,11341.76,11341.76,11334.69,11334.7,83985.90598
2020/10/19 4:00,11433.47,11433.47,11432.41,11432.49,116153.5739
2020/10/20 4:00,11689.0,11691.99,11688.99,11691.99,190638.8444
2020/10/21 4:00,11913.72,11913.72,11897.23,11901.23,710991.5636
2020/10/22 4:00,12681.55,12694.3,12675.49,12688.28,325410.9692
2020/10/23 4:00,13070.63,13092.58,13070.63,13083.55,536542.1795
2020/10/24 4:00,12916.36,12917.31,12901.93,12906.4,410002.0113
2020/10/25 4:00,13117.34,13120.0,13116.88,13120.0,228193.5756
2020/10/26 4:00,13040.07,13040.81,13034.27,13037.15,153802.0839
2020/10/27 4:00,13000.0,13000.0,12995.02,13000.0,466894.5013
2020/10/28 4:00,13655.94,13662.26,13652.62,13653.11,171121.0187
2020/10/29 4:00,13168.8,13174.97,13157.3,13171.79,180877.4496
2020/10/30 4:00,13491.0,13503.99,13475.83,13498.36,1999923.223
